exp,species,dev_stage,tissue,area,x,y,perimeter
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,140.79,13.65,14.92,43.26
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,94.73,10.79,12.06,35.13
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,111.36,13.33,11.11,38.39
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,101.08,13.02,11.11,36.49
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,124.4,12.06,13.02,40.37
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,130.69,13.02,13.02,41.43
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,106.02,11.11,12.7,37.4
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,157.06,13.65,15.56,45.46
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,329.98,26.03,17.78,67.64
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,192.52,25.08,22.54,71.51
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,130.26,13.97,13.02,42.41
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,176.3,14.92,16.19,50.18
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,131.1,13.97,13.33,42.25
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,144.96,14.6,13.33,43.99
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,178.9,17.46,14.29,49.77
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,152.24,15.87,11.75,45.69
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,109.66,12.7,12.06,38.28
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,58.31,9.52,7.94,27.89
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,127.37,12.06,14.29,41.07
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,81.3,10.16,10.79,33.17
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,85.52,12.06,8.89,34.2
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,112.79,13.65,11.43,38.79
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,134.18,13.97,13.33,42.97
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,113.36,12.7,12.38,39.34
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,144.18,13.97,14.29,44.7
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,138.5,15.56,13.33,45.02
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,122.01,11.75,15.24,41.28
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,112.15,14.6,10.48,39.22
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,138.24,18.41,11.11,45.96
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,185.13,14.29,17.14,49.74
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,105.86,17.14,9.52,41.85
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,116.7,10.79,15.56,41.04
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,152.17,13.97,15.56,46.26
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,121.4,14.6,11.11,40.41
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,168.06,18.41,13.65,48.67
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,77.92,10.48,10.16,32.19
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,159.15,18.1,13.02,49.1
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,203.23,16.83,17.14,52.4
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,157.76,14.6,13.97,45.79
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,178.13,17.14,13.97,48.55
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,154.2,17.46,10.79,46.63
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,183.57,14.92,17.14,49.42
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,169.16,15.24,15.24,49.18
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,87.85,12.7,10.16,34.82
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,168.12,15.24,16.83,51.75
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,165.8,13.65,17.46,47.67
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,112.56,12.38,14.29,40.8
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,91.83,12.06,10.79,35.21
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,59.93,8.57,9.84,28.62
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,144.92,15.56,12.7,44.6
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,133.1,14.6,13.65,43.12
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,213.75,18.73,15.87,53.74
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,165.74,16.51,14.92,48.8
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,43.09,7.3,8.57,24.91
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,140.33,16.83,13.33,46.55
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,228.36,18.1,17.46,56.59
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,156.05,14.6,14.6,45.09
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,186.17,13.65,19.05,51.45
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,136.56,13.33,13.65,42.58
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,218.67,18.73,15.56,53.49
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,163.62,20.32,12.7,50.73
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,125.63,14.92,11.11,41.15
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,142.9,13.97,17.46,47.28
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,117.23,14.92,13.65,43.24
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,116.6,12.38,13.02,39.52
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,153.47,14.92,13.97,45.03
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,131.4,14.92,11.75,41.96
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,193.85,17.14,13.65,51.46
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,136.37,17.46,10.79,46.3
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,128.58,15.87,10.48,42.45
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,124.11,13.65,12.7,41.4
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,124.22,17.46,9.52,43.9
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,156.62,17.14,11.43,46.16
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,253.07,20.32,17.78,59.03
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,218.45,19.37,14.29,54
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,110.74,16.19,9.52,40.84
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,97.51,11.43,14.6,38.97
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,33.07,6.98,5.4,21.36
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,84.8,12.38,9.21,33.92
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,144.3,15.24,12.7,43.4
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,164.3,13.65,15.87,46.31
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,94.68,15.56,8.25,38.58
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,140.8,13.65,16.19,45.93
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,170.01,14.29,18.1,50.05
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,62.19,10.16,8.25,28.74
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,43.16,6.67,8.89,24.65
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,52.77,10.16,6.98,27.23
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,78.76,9.84,10.79,32.04
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,99.73,11.43,12.7,36.9
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,18.09,5.4,4.44,16.08
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,30.64,6.67,6.35,20.28
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,21.56,6.98,5.08,18.25
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,19.05,7.3,3.81,18.31
AceTub-488 P2X3-594 20x 2 ,Cat shark,Pre-hatch,DRG,18.52,4.76,4.44,16.01
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,675.96,33.02,31.43,104.12
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,198.3,13.97,20,52.89
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,211.22,15.56,17.78,52.32
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,225.45,17.14,17.14,54.13
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,302.15,21.27,18.41,62.73
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,240.27,20.95,15.56,58.87
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,85.55,11.43,10.48,33.59
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,177.92,16.83,13.97,48.72
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,213.64,20.32,13.65,55.24
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,158.93,13.65,15.87,45.6
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,38.17,9.84,6.98,25.35
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,30.19,6.35,6.35,20.61
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,84.7,10.16,10.48,33.54
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,210.12,15.24,19.37,54.2
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,276.67,17.78,20,59.68
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,77.4,9.84,11.11,32.5
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,192.68,15.87,16.19,49.97
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,337.32,18.73,28.57,73.92
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,232.14,17.14,18.41,55.57
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,421.62,26.03,22.86,75.07
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,258,19.37,19.05,61.83
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,148.14,13.65,15.56,45.2
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,405.82,28.25,20.95,80.25
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,227.96,18.73,15.56,54.82
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,287.12,19.37,19.37,60.98
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,203.9,17.46,17.14,54.28
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,242.89,19.68,16.83,58.05
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,308.28,20.63,23.17,66.5
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,275.08,20.63,19.05,61.2
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,308.77,22.86,19.68,64.73
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,178.75,19.05,12.38,50.68
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,307.06,20.63,20.32,62.85
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,221.84,17.78,16.51,53.65
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,243.2,18.41,17.14,55.87
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,289.45,21.59,18.73,63.34
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,255.71,17.78,21.9,62.62
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,605.79,30.16,27.3,95.59
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,357.25,21.9,22.86,69.67
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,195.62,18.1,16.51,52.65
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,463.93,34.6,20.63,88.7
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,63.8,9.21,9.21,29.85
AceTub-633 MBP-594 NF-488 20x 3 ,Cat shark,Pre-hatch,DRG,239.9,16.19,19.68,57.28
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,126.47,14.29,11.75,41.12
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,132.7,14.29,12.7,41.82
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,142.95,15.56,12.7,43.57
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,38.87,8.57,5.71,23.13
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,133.16,13.02,14.6,41.78
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,79.92,10.16,13.02,35.35
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,79.04,14.29,8.57,36.04
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,121.13,11.11,14.6,40.92
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,112.48,13.97,10.48,39.33
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,114.68,14.6,11.11,40.2
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,126.48,15.56,10.16,42.55
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,128.52,14.6,12.06,41.49
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,128.97,12.06,14.29,41.71
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,115.24,12.06,13.33,39.71
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,85.55,9.84,12.06,34
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,32.2,6.98,6.35,21.22
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,167.88,15.56,13.97,46.92
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,157.26,14.29,14.6,45.93
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,123.61,16.83,10.16,43.36
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,115.25,14.6,11.43,40.41
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,180.17,15.24,15.56,48.14
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,84.61,12.06,9.52,34.01
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,137.35,15.24,12.06,42.76
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,165.47,15.56,13.33,46.53
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,174.65,15.87,14.92,47.9
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,86.34,11.11,10.79,34.14
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,175.89,14.29,16.19,47.52
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,201.13,21.9,12.7,54.32
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,105.95,13.33,11.11,38.44
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,170.65,17.46,13.02,47.88
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,109.22,12.7,11.75,38.23
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,45.94,7.62,8.89,25.93
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,81.15,10.16,10.48,32.74
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,145.03,13.33,15.24,44.89
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,163.7,16.83,11.75,47.32
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,136.01,12.38,14.92,43.14
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,150.69,15.87,14.6,47.86
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,147.38,15.24,13.33,44.33
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,228.23,20.32,15.87,55.49
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,198.5,19.37,13.33,53.13
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,61.16,10.48,8.57,29.22
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,73.85,13.02,7.62,33.69
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,104.81,13.65,10.79,38.18
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,160.1,14.29,14.6,45.42
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,136.44,15.24,11.75,42.16
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,207.82,19.37,13.97,53.35
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,112.05,13.97,11.43,39.29
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,115.3,12.06,13.02,39.46
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,94.33,11.43,11.75,35.05
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,186.69,15.56,15.24,49.01
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,112.32,11.11,12.7,38.34
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,136.65,13.33,12.7,42.27
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,119.59,12.7,12.38,39.91
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,89.19,9.84,13.33,35.48
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,137.82,14.6,13.02,43.1
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,89.35,10.16,12.38,34.79
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,67.56,12.7,6.98,31.87
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,131.05,14.92,10.79,42.18
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,153.08,17.14,11.43,46.04
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,133.67,14.6,12.38,42.46
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,236.78,18.73,16.19,55.39
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,247.28,18.41,17.46,56.22
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,73.41,10.48,9.21,31.2
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,127.93,14.6,11.11,41.28
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,102.05,13.97,11.75,38.79
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,160.64,14.6,14.6,45.5
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,149.63,17.46,11.75,45.77
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,50.35,9.52,7.3,26.38
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,142.61,14.29,13.02,43.23
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,138.55,12.06,15.24,42.83
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,180.75,15.56,14.92,48.08
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,164.49,14.29,14.92,45.78
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,184.87,16.83,15.87,49.58
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,211.54,17.46,16.51,53.26
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,123.89,13.33,12.06,40.45
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,96.2,12.7,11.11,36.93
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,100.84,15.24,8.89,39
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,140.24,15.87,11.75,43.33
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,173.18,15.56,13.97,47.76
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,136.52,15.87,11.75,43.3
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,151.22,19.05,10.79,47.45
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,138.19,19.37,9.84,47.42
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,136.51,16.19,11.43,44.61
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,92,15.87,7.94,38.15
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,200.09,20.32,13.33,53.41
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,275.53,22.86,15.24,62.87
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,110.28,12.06,12.06,38.04
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,71.95,11.75,8.25,32.06
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,180.87,22.86,11.11,56.62
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,111.4,13.65,11.11,38.49
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,120.09,16.19,11.75,42.66
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,121.42,14.29,12.06,40.35
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,137.73,14.92,12.7,42.86
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,339.42,28.25,14.92,70.99
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,245.75,18.1,18.1,56.24
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,253.54,19.37,17.78,57.62
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,187.38,18.1,13.02,50.22
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,190.07,17.46,13.02,50.3
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,134.93,13.65,12.7,42.22
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,230.2,19.68,15.56,56.17
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,177.98,14.92,14.92,47.82
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,183.85,16.83,13.97,49.02
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,157.64,15.87,13.65,46.36
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,181.53,13.97,18.1,50.08
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,108.14,15.24,9.84,40.26
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,222.59,21.59,13.65,55.61
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,245.9,17.14,19.05,57.74
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,262.97,22.86,17.14,61.83
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,123.33,14.29,10.79,40.73
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,168.11,16.19,14.6,47.48
AcetylTub-647 MBP-594 NF-488 20x,Cat shark,Pre-hatch,DRG,165.66,16.51,13.02,46.98
